exercise_type,exercise_category,target_muscle_group,Difficulty,age,gender,sets,reps,weight,frequency,protein,calories,sleep,experience,muscle_size_increase_cm2
Holman Jump-Out Push-Up with Hand Hop Back,Strength,Chest,Intermediate,,,,,,,,,,,
Holman Froggy Push-Up to Donkey Kick,Strength,Chest,Intermediate,,,,,,,,,,,
Holman Push-Up to Sit Back,Strength,Chest,Intermediate,,,,,,,,,,,
Holman Sit Back Push-Up,Strength,Chest,Intermediate,,,,,,,,,,,
Holman Alternating Staggered Push-Up,Strength,Chest,Intermediate,,,,,,,,,,,
Holman Foot-Up Diving Push-Up,Strength,Chest,Intermediate,,,,,,,,,,,
Holman Narrow Push-Up,Strength,Chest,Intermediate,,,,,,,,,,,
Holman Dynamo Push-Up,Strength,Chest,Intermediate,,,,,,,,,,,
Holman Jump to Push-Up,Strength,Chest,Intermediate,,,,,,,,,,,
Holman Foot-Elevated Push-Up,Strength,Chest,Intermediate,,,,,,,,,,,
Holman Feet-Elevated Push-Up,Strength,Chest,Intermediate,,,,,,,,,,,
Total Fitness Plyo Push-Up,Strength,Chest,Intermediate,,,,,,,,,,,
Scapular push-up,Strength,Chest,Intermediate,,,,,,,,,,,
King Maker Push-up,Strength,Chest,Intermediate,,,,,,,,,,,
Warrior push-up,Strength,Chest,Intermediate,,,,,,,,,,,
Taylor Roll-Over Push-Up,Strength,Chest,Intermediate,,,,,,,,,,,
Taylor One-Arm Push-Up Slow Negative,Strength,Chest,Intermediate,,,,,,,,,,,
30 Chest Push-Up To Isometric Hold,Strength,Chest,Intermediate,,,,,,,,,,,
30 Chest Push-Up,Strength,Chest,Intermediate,,,,,,,,,,,
30 Chest Bench Push-Up,Strength,Chest,Intermediate,,,,,,,,,,,
MetaBurn 3-Phase Push-Up,Strength,Chest,Intermediate,,,,,,,,,,,
MetaBurn Fast Feet To Push-Up,Strength,Chest,Intermediate,,,,,,,,,,,
MetaBurn Judo Push-Up To Pike Push-Up,Strength,Chest,Intermediate,,,,,,,,,,,
MetaBurn Pike Push-Up,Strength,Chest,Intermediate,,,,,,,,,,,
MetaBurn Push-Up To Frogger,Strength,Chest,Intermediate,,,,,,,,,,,
MetaBurn Push-Up With Hand Side-Step,Strength,Chest,Intermediate,,,,,,,,,,,
MetaBurn Push-Up With Hand-Up Rotation,Strength,Chest,Intermediate,,,,,,,,,,,
MetaBurn Sphinx Push-Up,Strength,Chest,Intermediate,,,,,,,,,,,
MetaBurn Spiderman Push-Up,Strength,Chest,Intermediate,,,,,,,,,,,
Roberston Push-up to Down Dog,Strength,Chest,Intermediate,,,,,,,,,,,
FYR2 Push-Up-Breakdancer-Shoulder-Tap Complex,Strength,Chest,Intermediate,,,,,,,,,,,
ACFT Hand-release push-up,Strength,Chest,Intermediate,,,,,,,,,,,
1.5-rep push-up,Strength,Chest,Intermediate,,,,,,,,,,,
ACFT Triple-clap push-up,Strength,Chest,Intermediate,,,,,,,,,,,
ACFT Superman push-up,Strength,Chest,Intermediate,,,,,,,,,,,
Cross-over push-up,Strength,Chest,Intermediate,,,,,,,,,,,
Leverage Incline Chest Press,Strength,Chest,Beginner,,,,,,,,,,,
Butterfly,Strength,Chest,Intermediate,,,,,,,,,,,
Leverage Chest Press,Strength,Chest,Beginner,,,,,,,,,,,
Decline Smith Press,Strength,Chest,Beginner,,,,,,,,,,,
Smith machine bench press,Strength,Chest,Intermediate,,,,,,,,,,,
Leverage Decline Chest Press,Strength,Chest,Beginner,,,,,,,,,,,
Machine chest press,Strength,Chest,Intermediate,,,,,,,,,,,
Smith Machine Incline Bench Press,Strength,Chest,Intermediate,,,,,,,,,,,
Smith Machine Close-Grip Bench Press,Strength,Chest,Intermediate,,,,,,,,,,,
Smith Machine Decline Press,Strength,Chest,Beginner,,,,,,,,,,,
Smith machine bench press throw,Strength,Chest,Beginner,,,,,,,,,,,
Machine chest fly,Strength,Chest,Intermediate,,,,,,,,,,,
Machine bench press,Strength,Chest,Intermediate,,,,,,,,,,,
Machine Seated Chest Press - Gethin Variation,Strength,Chest,Intermediate,,,,,,,,,,,
Smith machine weighted push-up,Strength,Chest,Intermediate,,,,,,,,,,,
Smith machine incline bench press-,Strength,Chest,Intermediate,,,,,,,,,,,
Smith machine decline bench press,Strength,Chest,Intermediate,,,,,,,,,,,
AM Pec Dec,Strength,Chest,Intermediate,,,,,,,,,,,
30 Chest Machine Flat Chest Press,Strength,Chest,Intermediate,,,,,,,,,,,
Smith machine push-up,Strength,Chest,Intermediate,,,,,,,,,,,
30 Chest Smith Machine Incline Chest Press,Strength,Chest,Intermediate,,,,,,,,,,,
30 Chest Smith Machine Chest Press,Strength,Chest,Intermediate,,,,,,,,,,,
30 Chest Machine Incline Chest Press,Strength,Chest,Intermediate,,,,,,,,,,,
30 Chest Machine Fly,Strength,Chest,Intermediate,,,,,,,,,,,
30 Chest 30-Degree Incline Smith Machine Press,Strength,Chest,Intermediate,,,,,,,,,,,
Low-cable cross-over,Strength,Chest,Intermediate,,,,,,,,,,,
Incline cable chest fly,Strength,Chest,Intermediate,,,,,,,,,,,
Cable Crossover,Strength,Chest,Intermediate,,,,,,,,,,,
Incline cable chest press,Strength,Chest,Beginner,,,,,,,,,,,
Cable Chest Press,Strength,Chest,Beginner,,,,,,,,,,,
Single-arm cable cross-over,Strength,Chest,Intermediate,,,,,,,,,,,
Cable cross-over,Strength,Chest,Beginner,,,,,,,,,,,
Standing Cable Chest Press,Strength,Chest,Beginner,,,,,,,,,,,
Lying cable chest fly,Strength,Chest,Intermediate,,,,,,,,,,,
Paul Carter Cable Cross-Over,Strength,Chest,Intermediate,,,,,,,,,,,
One-Arm Cable Crossover - Gethin Variation,Strength,Chest,Intermediate,,,,,,,,,,,
Incline Cable Fly - Gethin Variation,Strength,Chest,Intermediate,,,,,,,,,,,
Cable Cross-Over - Gethin Variation,Strength,Chest,Intermediate,,,,,,,,,,,
Seated cable chest fly,Strength,Chest,Intermediate,,,,,,,,,,,
Single-arm incline cable cross-over-,Strength,Chest,Intermediate,,,,,,,,,,,
High-to-low cable chest fly,Strength,Chest,Intermediate,,,,,,,,,,,
UP Cable Cross-Over,Strength,Chest,Intermediate,,,,,,,,,,,
UP Cable Fly,Strength,Chest,Intermediate,,,,,,,,,,,
30 Chest Low-To-High Cable Fly,Strength,Chest,Intermediate,,,,,,,,,,,
30 Chest Incline Cable Fly,Strength,Chest,Intermediate,,,,,,,,,,,
30 Chest Incline Cable Chest Press,Strength,Chest,Intermediate,,,,,,,,,,,
30 Chest High-To-Low Cable Press,Strength,Chest,Intermediate,,,,,,,,,,,
30 Chest High-To-Low Cable Fly,Strength,Chest,Intermediate,,,,,,,,,,,
30 Chest Shoulder-Height Cable Fly,Strength,Chest,Intermediate,,,,,,,,,,,
Cable Pec Fly,Strength,Chest,Intermediate,,,,,,,,,,,
Chest Push (multiple response),Plyometrics,Chest,Beginner,,,,,,,,,,,
Medicine Ball Chest Pass,Plyometrics,Chest,Intermediate,,,,,,,,,,,
Medicine ball sprawl to chest press,Strength,Chest,Intermediate,,,,,,,,,,,
Medicine ball push-up,Strength,Chest,Intermediate,,,,,,,,,,,
Chest Push (single response),Plyometrics,Chest,Beginner,,,,,,,,,,,
Chest Push with Run Release,Plyometrics,Chest,Beginner,,,,,,,,,,,
Chest Push from 3 point stance,Plyometrics,Chest,Beginner,,,,,,,,,,,
Dumbbell Bench Press,Strength,Chest,Intermediate,,,,,,,,,,,
Dumbbell Flyes,Strength,Chest,Intermediate,,,,,,,,,,,
Incline dumbbell bench press,Strength,Chest,Intermediate,,,,,,,,,,,
Decline Dumbbell Flyes,Strength,Chest,Intermediate,,,,,,,,,,,
Reverse-grip incline dumbbell bench press,Strength,Chest,Beginner,,,,,,,,,,,
Incline Dumbbell Flyes,Strength,Chest,Intermediate,,,,,,,,,,,
Neutral-grip dumbbell bench press,Strength,Chest,Intermediate,,,,,,,,,,,
Decline dumbbell bench press,Strength,Chest,Intermediate,,,,,,,,,,,
Single-arm kettlebell row,Strength,Chest,Intermediate,,,,,,,,,,,
Hammer Grip Incline DB Bench Press,Strength,Chest,Beginner,,,,,,,,,,,
Straight-arm dumbbell pull-over,Strength,Chest,Intermediate,,,,,,,,,,,
Incline Dumbbell Bench With Palms Facing In,Strength,Chest,Beginner,,,,,,,,,,,
Incline Dumbbell Flyes - With A Twist,Strength,Chest,Beginner,,,,,,,,,,,
Bent-arm dumbbell pull-over,Strength,Chest,Intermediate,,,,,,,,,,,
Close-grip dumbbell bench press,Strength,Chest,Intermediate,,,,,,,,,,,
Single-dumbbell push-up,Strength,Chest,Intermediate,,,,,,,,,,,
One-Arm Flat Bench Dumbbell Flye,Strength,Chest,Beginner,,,,,,,,,,,
Dumbbell Fix Dumbbell Floor Chest Fly,Strength,Chest,Intermediate,,,,,,,,,,,
Dumbbell Fix Traveling Push-Up,Strength,Chest,Intermediate,,,,,,,,,,,
Incline dumbbell chest fly,Strength,Chest,Intermediate,,,,,,,,,,,
Paul Carter Dumbbell Shrug,Strength,Chest,Intermediate,,,,,,,,,,,
Dumbbell push-up row,Strength,Chest,Intermediate,,,,,,,,,,,
TBS Dumbbell Incline Press,Strength,Chest,Intermediate,,,,,,,,,,,
Incline Dumbbell Fly - Gethin Variation,Strength,Chest,Intermediate,,,,,,,,,,,
Dumbbell bench press-,Strength,Chest,Intermediate,,,,,,,,,,,
Decline dumbbell fly and press,Strength,Chest,Intermediate,,,,,,,,,,,
Incline dumbbell fly and press,Strength,Chest,Intermediate,,,,,,,,,,,
Single-arm decline dumbbell bench press,Strength,Chest,Intermediate,,,,,,,,,,,
Single-arm incline dumbbell bench press,Strength,Chest,Intermediate,,,,,,,,,,,
Incline Dumbbell Press - Gethin Variation,Strength,Chest,Intermediate,,,,,,,,,,,
Dumbbell Chest Press - Gethin Variation,Strength,Chest,Intermediate,,,,,,,,,,,
Dumbbell Floor Press - Gethin Variation,Strength,Chest,Intermediate,,,,,,,,,,,
Decline Dumbbell Press - Gethin Variation,Strength,Chest,Intermediate,,,,,,,,,,,
Dumbbell chest fly,Strength,Chest,Intermediate,,,,,,,,,,,
Machine rear delt fly,Strength,Chest,Intermediate,,,,,,,,,,,
AM Dumbbell Bench Press,Strength,Chest,Intermediate,,,,,,,,,,,
UP Incline Dumbbell Press,Strength,Chest,Intermediate,,,,,,,,,,,
UP Incline Dumbbell Fly,Strength,Chest,Intermediate,,,,,,,,,,,
Holman Push-Up to Belly Touch,Strength,Chest,Intermediate,,,,,,,,,,,
Single-arm dumbbell floor press,Strength,Chest,Intermediate,,,,,,,,,,,
Total Fitness Weighted Push-Up,Strength,Chest,Intermediate,,,,,,,,,,,
King Maker Standing Dumbbell Shoulder Press,Strength,Chest,Intermediate,,,,,,,,,,,
30 Chest Incline Dumbbell Fly,Strength,Chest,Intermediate,,,,,,,,,,,
30 Chest Incline Dumbbell Bench Press,Strength,Chest,Intermediate,,,,,,,,,,,
30 Chest Dumbbells-Together Press,Strength,Chest,Intermediate,,,,,,,,,,,
30 Chest Dumbbells-Together Incline Bench Press,Strength,Chest,Intermediate,,,,,,,,,,,
30 Chest Dumbbell Fly,Strength,Chest,Intermediate,,,,,,,,,,,
30 Chest Dumbbell Bench Press,Strength,Chest,Intermediate,,,,,,,,,,,
30 Chest 30-Degree Incline Dumbbell Fly,Strength,Chest,Intermediate,,,,,,,,,,,
FYR2 Single-Dumbbell Push-Up,Strength,Chest,Intermediate,,,,,,,,,,,
Bodyweight Flyes,Strength,Chest,Beginner,,,,,,,,,,,
Close-grip EZ-bar bench press,Strength,Chest,Intermediate,,,,,,,,,,,
Chest dip,Strength,Chest,Intermediate,,,,,,,,,,,
Drop Push,Plyometrics,Chest,Beginner,,,,,,,,,,,
Forward Drag with Press,Strongman,Chest,Beginner,,,,,,,,,,,
Chain Press,Powerlifting,Chest,Beginner,,,,,,,,,,,
Behind Head Chest Stretch,Stretching,Chest,Beginner,,,,,,,,,,,
Pass-through stretch with band,Stretching,Chest,Beginner,,,,,,,,,,,
Weighted Push-Up,Strength,Chest,Intermediate,,,,,,,,,,,
Heavy Bag Thrust,Plyometrics,Chest,Beginner,,,,,,,,,,,
Decline Explosive Push-Up,Plyometrics,Chest,Beginner,,,,,,,,,,,
Suspended Chest Fly,Strength,Chest,Beginner,,,,,,,,,,,
Svend press,Strength,Chest,Beginner,,,,,,,,,,,
Bar Push-Up Smith Machine,Plyometrics,Chest,Beginner,,,,,,,,,,,
Plate-weighted push-up,Strength,Chest,Intermediate,,,,,,,,,,,
Double-bar roll-out chest fly,Strength,Chest,Intermediate,,,,,,,,,,,
Holman Plate Dynamo Push-Up,Strength,Chest,Intermediate,,,,,,,,,,,
Holman Towel Drag Two Steps to Push-Up,Strength,Chest,Intermediate,,,,,,,,,,,
Taylor Val Slide Push-Up/Fly Combo,Strength,Chest,Intermediate,,,,,,,,,,,
Exercise ball chest stretch,Stretching,Chest,Beginner,,,,,,,,,,,
Bosu Ball Push-Up,Strength,Chest,Beginner,,,,,,,,,,,
Feet-elevated push-up on ball,Strength,Chest,Intermediate,,,,,,,,,,,
Standing alternating band speed row,Strength,Forearms,Intermediate,,,,,,,,,,,
Band roundhouse elbow,Strength,Forearms,Intermediate,,,,,,,,,,,
Palms-down wrist curl over bench,Strength,Forearms,Intermediate,,,,,,,,,,,
Palms-up wrist curl over bench,Strength,Forearms,Intermediate,,,,,,,,,,,
Standing behind-the-back wrist curl,Strength,Forearms,Beginner,,,,,,,,,,,
Seated finger curl,Strength,Forearms,Beginner,,,,,,,,,,,
Seated palms-up wrist curl,Strength,Forearms,Intermediate,,,,,,,,,,,
Bottoms-Up Clean From The Hang Position,Strength,Forearms,Beginner,,,,,,,,,,,
Seated One-Arm Dumbbell Palms-Up Wrist Curl,Strength,Forearms,Beginner,,,,,,,,,,,
Palms-Up Dumbbell Wrist Curl Over A Bench,Strength,Forearms,Beginner,,,,,,,,,,,
Seated palms-down wrist curl,Strength,Forearms,Beginner,,,,,,,,,,,
Palms-Down Dumbbell Wrist Curl Over A Bench,Strength,Forearms,Beginner,,,,,,,,,,,
Seated One-Arm Dumbbell Palms-Down Wrist Curl,Strength,Forearms,Beginner,,,,,,,,,,,
Seated Dumbbell Palms-Up Wrist Curl,Strength,Forearms,Beginner,,,,,,,,,,,
Partner farmer's walk,Strength,Forearms,Beginner,,,,,,,,,,,
Dumbbell suitcase carry,Strength,Forearms,Intermediate,,,,,,,,,,,
Suitcase Dumbbell Carry,Strength,Forearms,Intermediate,,,,,,,,,,,
Side plank with dumbbell external rotation,Strength,Forearms,Intermediate,,,,,,,,,,,
Rickshaw Carry,Strongman,Forearms,Beginner,,,,,,,,,,,
Dumbbell farmer's walk,Strongman,Forearms,Intermediate,,,,,,,,,,,
Wrist Roller,Strength,Forearms,Beginner,,,,,,,,,,,
Standing Olympic Plate Hand Squeeze,Strength,Forearms,Beginner,,,,,,,,,,,
Plate Pinch,Strength,Forearms,Beginner,,,,,,,,,,,
Landmine Press and Catch,Strength,Forearms,Intermediate,,,,,,,,,,,
Plate halo,Strength,Forearms,Intermediate,,,,,,,,,,,
Bryant Wrist Curl,Strength,Forearms,Intermediate,,,,,,,,,,,
Seated Two-Arm Palms-Up Low-Pulley Wrist Curl,Strength,Forearms,Beginner,,,,,,,,,,,
Cable Wrist Curl,Strength,Forearms,Beginner,,,,,,,,,,,
Single-arm cable push-down,Strength,Forearms,Intermediate,,,,,,,,,,,
Wrist Circles,Stretching,Forearms,Beginner,,,,,,,,,,,
Kneeling Forearm Stretch,Stretching,Forearms,Beginner,,,,,,,,,,,
Hip Extension with Bands,Strength,Glutes,Beginner,,,,,,,,,,,
Hip Lift with Band,Powerlifting,Glutes,Beginner,,,,,,,,,,,
HM Monster Walk,Strength,Glutes,Intermediate,,,,,,,,,,,
UNS Banded Glute Bridge,Strength,Glutes,Intermediate,,,,,,,,,,,
FYR2 Banded Glute Bridge,Strength,Glutes,Intermediate,,,,,,,,,,,
Piriformis SMR,Stretching,Glutes,Intermediate,,,,,,,,,,,
Barbell glute bridge,Powerlifting,Glutes,Intermediate,,,,,,,,,,,
Barbell Hip Thrust,Powerlifting,Glutes,Intermediate,,,,,,,,,,,
Kneeling Squat,Powerlifting,Glutes,Beginner,,,,,,,,,,,
Kneeling Jump Squat,Olympic Weightlifting,Glutes,Beginner,,,,,,,,,,,
UN Rear Foot Elevated Split Squat,Strength,Glutes,Intermediate,,,,,,,,,,,
Kettlebell thruster,Strength,Glutes,Intermediate,,,,,,,,,,,
Taylor Kettlebell Swing,Strength,Glutes,Intermediate,,,,,,,,,,,
UN Goblet Squat,Strength,Glutes,Intermediate,,,,,,,,,,,
Single-arm triceps kick-back,Strength,Glutes,Intermediate,,,,,,,,,,,
Holman Lateral High Knees to Quad Touch Jump,Strength,Glutes,Intermediate,,,,,,,,,,,
FYR2 Dumbbell Hip Thrust,Strength,Glutes,Intermediate,,,,,,,,,,,
FYR2 Glute Bridge Dumbbell Floor Press,Strength,Glutes,Intermediate,,,,,,,,,,,
Suspended Hip Thrust,Strength,Glutes,Beginner,,,,,,,,,,,
Single-leg cable hip extension,Strength,Glutes,Intermediate,,,,,,,,,,,
Pull Through,Strength,Glutes,Beginner,,,,,,,,,,,
Cable rope pull-through deadlift,Strength,Glutes,Intermediate,,,,,,,,,,,
UNS Cable Pull-Through,Strength,Glutes,Intermediate,,,,,,,,,,,
30 Legs Glute-Ham Raise,Strength,Glutes,Intermediate,,,,,,,,,,,
Glute bridge,Strength,Glutes,Intermediate,,,,,,,,,,,
Single-leg glute bridge,Strength,Glutes,Intermediate,,,,,,,,,,,
Step-up with knee raise,Strength,Glutes,Intermediate,,,,,,,,,,,
Glute Kickback,Strength,Glutes,Beginner,,,,,,,,,,,
Standing hip extension,Strength,Glutes,Beginner,,,,,,,,,,,
Lying glute stretch,Stretching,Glutes,Intermediate,,,,,,,,,,,
Knee Across The Body,Stretching,Glutes,Intermediate,,,,,,,,,,,
Seated Glute,Stretching,Glutes,Beginner,,,,,,,,,,,
Lying Glute,Stretching,Glutes,Beginner,,,,,,,,,,,
One Knee To Chest,Stretching,Glutes,Intermediate,,,,,,,,,,,
Seated Glute Stretch,Stretching,Glutes,Beginner,,,,,,,,,,,
Neck Bridge Supine,Strength,Glutes,Beginner,,,,,,,,,,,
Walking High Knee,Strength,Glutes,Intermediate,,,,,,,,,,,
Walking Butt Kicks,Strength,Glutes,Intermediate,,,,,,,,,,,
Walking Glute Stretch,Strength,Glutes,Intermediate,,,,,,,,,,,
Lunge kick,Strength,Glutes,Intermediate,,,,,,,,,,,
Curtsy lunge,Strength,Glutes,Intermediate,,,,,,,,,,,
Alternating standing glute stretch,Stretching,Glutes,Intermediate,,,,,,,,,,,
Side-lying leg lift,Strength,Glutes,Intermediate,,,,,,,,,,,
FYR Progressive High Knee,Strength,Glutes,Intermediate,,,,,,,,,,,
Glute-Ham Raise - Gethin Variation,Strength,Glutes,Intermediate,,,,,,,,,,,
Lunge glute stretch,Stretching,Glutes,Intermediate,,,,,,,,,,,
Natural Glute Ham Raise - Gethin Variation,Strength,Glutes,Intermediate,,,,,,,,,,,
Groiner,Strength,Glutes,Intermediate,,,,,,,,,,,
HM Alternating Donkey Kick,Strength,Glutes,Intermediate,,,,,,,,,,,
HM Alternating Slow Step-Down With Chair,Strength,Glutes,Intermediate,,,,,,,,,,,
HM Right Side Iron Cross,Strength,Glutes,Intermediate,,,,,,,,,,,
HM Single-Leg Bridge,Strength,Glutes,Intermediate,,,,,,,,,,,
HM Hi-Low,Strength,Glutes,Intermediate,,,,,,,,,,,
HM Kick-Back,Strength,Glutes,Intermediate,,,,,,,,,,,
HM Left Side Iron Cross,Strength,Glutes,Intermediate,,,,,,,,,,,
HM Left Side-Kick,Strength,Glutes,Intermediate,,,,,,,,,,,
HM Leg Lifts,Strength,Glutes,Intermediate,,,,,,,,,,,
Walking lunge,Strength,Glutes,Intermediate,,,,,,,,,,,
High Plyometric Box Jump,Strength,Glutes,Intermediate,,,,,,,,,,,
Barbell hip thrust-,Strength,Glutes,Intermediate,,,,,,,,,,,
UN Glute Bridge,Strength,Glutes,Intermediate,,,,,,,,,,,
Holman Donkey Kick,Strength,Glutes,Intermediate,,,,,,,,,,,
Holman Hip Raise with Alternating Kick,Strength,Glutes,Intermediate,,,,,,,,,,,
Holman Left Leg Donkey Kick,Strength,Glutes,Intermediate,,,,,,,,,,,
Holman Diagonal Right Leg Step-Out to Right Knee-Up,Strength,Glutes,Intermediate,,,,,,,,,,,
Holman Right Leg Donkey Kick,Strength,Glutes,Intermediate,,,,,,,,,,,
Holman Butt Tap to Jump,Strength,Glutes,Intermediate,,,,,,,,,,,
Holman Butt Tap to Jump-Forward-Jump-Back,Strength,Glutes,Intermediate,,,,,,,,,,,
Holman Traveling High Knees to Squat Thrust,Strength,Glutes,Intermediate,,,,,,,,,,,
Holman Butt Kicker to High Knees,Strength,Glutes,Intermediate,,,,,,,,,,,
Holman Daisy Cutter,Strength,Glutes,Intermediate,,,,,,,,,,,
Holman Frogger,Strength,Glutes,Intermediate,,,,,,,,,,,
Holman Hip Raise with Chest Press,Strength,Glutes,Intermediate,,,,,,,,,,,
Total Fitness Bear Crawl,Strength,Glutes,Intermediate,,,,,,,,,,,
Pigeon stretch,Strength,Glutes,Intermediate,,,,,,,,,,,
Levitating side kick-through,Strength,Glutes,Intermediate,,,,,,,,,,,
30 Legs Hip Thrust,Strength,Glutes,Intermediate,,,,,,,,,,,
Dumbbell single-leg hip thrust,Strength,Glutes,Intermediate,,,,,,,,,,,
Medicine ball duck walk,Strength,Glutes,Intermediate,,,,,,,,,,,
Exercise ball hip thrust,Strength,Glutes,Intermediate,,,,,,,,,,,
Downward Facing Balance,Strength,Glutes,Beginner,,,,,,,,,,,
Band Good Morning (Pull Through),Powerlifting,Hamstrings,Beginner,,,,,,,,,,,
Standing Hamstring and Calf Stretch,Stretching,Hamstrings,Intermediate,,,,,,,,,,,
Hamstring-SMR,Stretching,Hamstrings,Beginner,,,,,,,,,,,
Barbell Deadlift,Strength,Hamstrings,Intermediate,,,,,,,,,,,
Clean Deadlift,Olympic Weightlifting,Hamstrings,Beginner,,,,,,,,,,,
Sumo deadlift,Powerlifting,Hamstrings,Beginner,,,,,,,,,,,
Romanian Deadlift from Deficit,Olympic Weightlifting,Hamstrings,Beginner,,,,,,,,,,,
Power Snatch,Olympic Weightlifting,Hamstrings,Beginner,,,,,,,,,,,
Power Clean from Blocks,Olympic Weightlifting,Hamstrings,Beginner,,,,,,,,,,,
Snatch Deadlift,Olympic Weightlifting,Hamstrings,Beginner,,,,,,,,,,,
Power clean,Strength,Hamstrings,Intermediate,,,,,,,,,,,
Hang Snatch,Olympic Weightlifting,Hamstrings,Beginner,,,,,,,,,,,
Wide Stance Stiff Legs,Olympic Weightlifting,Hamstrings,Beginner,,,,,,,,,,,
Clean,Olympic Weightlifting,Hamstrings,Beginner,,,,,,,,,,,
Good Morning,Powerlifting,Hamstrings,Intermediate,,,,,,,,,,,
Barbell stiff-legged deadlift,Strength,Hamstrings,Intermediate,,,,,,,,,,,
Romanian Deadlift,Strength,Hamstrings,Intermediate,,,,,,,,,,,
Sumo Deadlift with Chains,Powerlifting,Hamstrings,Beginner,,,,,,,,,,,
Sumo Deadlift with Bands,Powerlifting,Hamstrings,Beginner,,,,,,,,,,,
Good Morning off Pins,Powerlifting,Hamstrings,Beginner,,,,,,,,,,,
Stiff-Legged Deadlift,Strength,Hamstrings,Beginner,,,,,,,,,,,
Snatch Pull,Strength,Hamstrings,Beginner,,,,,,,,,,,
Hanging Bar Good Morning,Powerlifting,Hamstrings,Beginner,,,,,,,,,,,
Reverse Band Sumo Deadlift,Powerlifting,Hamstrings,Beginner,,,,,,,,,,,
Muscle Snatch,Olympic Weightlifting,Hamstrings,Beginner,,,,,,,,,,,
Split Snatch,Olympic Weightlifting,Hamstrings,Beginner,,,,,,,,,,,
Hang Snatch - Below Knees,Olympic Weightlifting,Hamstrings,Beginner,,,,,,,,,,,
30 Legs Sumo Deadlift,Strength,Hamstrings,Intermediate,,,,,,,,,,,
Kettlebell pass-through lunge,Strength,Hamstrings,Intermediate,,,,,,,,,,,
Kettlebell One-Legged Deadlift,Strength,Hamstrings,Intermediate,,,,,,,,,,,
Single-arm kettlebell clean,Strength,Hamstrings,Beginner,,,,,,,,,,,
Single-leg kettlebell deadlift,Strength,Hamstrings,Intermediate,,,,,,,,,,,
Romanian Deadlift with Kettlebell,Strength,Hamstrings,Beginner,,,,,,,,,,,
Single-arm kettlebell swing,Strength,Hamstrings,Intermediate,,,,,,,,,,,
Kettlebell Dead Clean,Strength,Hamstrings,Beginner,,,,,,,,,,,
Alternating Hang Clean,Strength,Hamstrings,Beginner,,,,,,,,,,,
One-Arm Open Palm Kettlebell Clean,Strength,Hamstrings,Beginner,,,,,,,,,,,
Open Palm Kettlebell Clean,Strength,Hamstrings,Beginner,,,,,,,,,,,
Kettlebell Hang Clean,Strength,Hamstrings,Beginner,,,,,,,,,,,
Double Kettlebell Alternating Hang Clean,Strength,Hamstrings,Beginner,,,,,,,,,,,
Romanian Deadlift With Dumbbells,Strength,Hamstrings,Beginner,,,,,,,,,,,
Stiff-Legged Dumbbell Deadlift,Strength,Hamstrings,Intermediate,,,,,,,,,,,
Vertical Swing,Plyometrics,Hamstrings,Beginner,,,,,,,,,,,
Dumbbell Fix Dumbbell Swing,Strength,Hamstrings,Intermediate,,,,,,,,,,,
Dumbbell Lying Hamstring Curl,Strength,Hamstrings,Intermediate,,,,,,,,,,,
30 Legs Dumbbell Stiff-Legged Deadlift,Strength,Hamstrings,Intermediate,,,,,,,,,,,
Box jump,Plyometrics,Hamstrings,Beginner,,,,,,,,,,,
Box Jump (Multiple Response),Plyometrics,Hamstrings,Intermediate,,,,,,,,,,,
Sled push-,Cardio,Hamstrings,Beginner,,,,,,,,,,,
Lying Hamstring,Stretching,Hamstrings,Beginner,,,,,,,,,,,
Chair Leg Extended Stretch,Stretching,Hamstrings,Beginner,,,,,,,,,,,
Suspended Leg Curl,Strength,Hamstrings,Beginner,,,,,,,,,,,
Box Skip,Plyometrics,Hamstrings,Beginner,,,,,,,,,,,
